Light_Intensity,Temperature,Humidity,Minute_Of_Day,LED_On
40.9,31.7,66.0,1390,1
448.4,27.2,77.6,745,0
431.9,29.6,76.7,747,0
0.0,31.0,62.5,86,0
0.0,26.4,60.7,258,0
82.5,28.1,89.6,1016,1
14.2,22.0,80.7,344,0
15.2,25.5,70.2,86,0
15.6,28.9,76.1,238,0
0.0,30.7,64.5,1279,1
124.0,24.7,80.2,602,1
31.7,22.2,80.8,435,1
181.3,29.6,90.9,698,0
76.6,22.0,80.5,463,1
131.1,24.8,86.0,628,0
15.6,31.1,70.7,1274,1
0.0,31.9,80.2,1169,1
9.2,23.5,86.3,459,1
49.1,22.4,75.7,474,1
146.5,27.8,85.0,1008,1
25.9,36.0,55.5,1140,1
26.7,31.3,59.1,1168,1
0.0,32.1,63.5,1372,1
268.0,25.8,77.0,929,0
356.7,22.7,98.0,819,0
127.1,23.2,81.3,645,1
0.0,26.3,78.0,391,1
103.6,29.1,83.8,909,1
203.5,24.9,73.8,746,0
86.1,28.9,86.0,890,1
0.0,29.7,65.6,1387,1
135.1,31.8,94.6,950,1
62.2,34.8,65.6,1235,1
0.0,30.3,71.3,1361,1
30.6,29.3,70.0,1434,1
165.5,23.9,73.2,514,0
0.0,28.9,47.6,155,0
0.3,30.9,75.3,1127,1
0.0,34.0,82.4,1195,0
0.0,26.5,72.5,275,0
241.9,26.3,89.4,564,0
100.2,27.8,74.9,979,1
111.6,26.8,89.8,891,1
0.0,32.5,51.9,1364,1
18.0,24.2,82.2,472,1
324.5,27.6,70.4,856,0
6.7,31.0,74.8,1222,0
156.4,27.1,80.2,804,1
81.3,34.7,79.2,1187,1
0.0,22.0,74.7,419,1
2.2,31.7,78.8,1256,1
41.7,31.2,69.8,1368,1
393.1,23.0,85.4,690,0
197.0,29.7,89.5,965,0
196.0,26.7,83.6,994,1
288.7,23.0,96.0,591,0
29.2,30.9,74.7,1135,1
426.7,27.0,83.0,783,0
169.5,28.3,76.5,639,0
17.6,27.4,60.9,79,0
47.7,28.2,75.7,1060,0
61.1,26.5,69.5,413,1
372.1,22.0,89.8,660,0
23.5,27.8,55.3,104,0
39.0,31.2,65.5,1165,0
134.9,28.9,60.5,1053,1
0.0,25.0,66.9,354,0
84.8,29.5,75.1,1389,0
333.0,22.0,78.0,562,0
35.7,33.1,65.7,1190,1
108.4,29.3,77.7,888,0
32.3,24.0,72.8,263,0
0.0,30.8,82.6,1152,1
0.0,31.7,73.3,148,0
6.7,26.9,59.4,297,0
90.1,24.1,88.7,465,1
151.0,27.4,85.7,446,0
106.6,22.0,81.4,450,1
357.5,22.0,75.6,702,0
22.7,31.2,58.1,1389,1
15.2,33.1,60.2,1350,1
50.9,22.0,73.3,458,1
178.7,22.0,85.2,609,0
157.6,28.6,62.8,803,0
71.0,22.0,67.3,452,1
16.6,30.3,63.5,1393,1
272.7,24.6,90.0,574,0
12.7,26.4,72.5,404,1
77.0,29.4,81.5,993,1
11.8,27.9,76.7,196,0
418.0,23.5,78.6,740,0
11.1,28.1,59.9,211,0
16.5,24.2,61.2,242,0
0.0,29.1,65.7,1317,1
0.0,31.1,62.7,194,0
126.8,34.5,90.9,1027,1
52.1,25.5,74.4,331,0
0.0,33.9,70.7,1417,1
11.3,30.2,58.5,1405,1
0.0,31.2,65.9,1349,1
57.4,31.5,65.5,1268,1
38.0,27.2,66.9,116,0
0.0,26.8,69.4,1351,1
335.8,23.9,80.8,610,0
422.6,29.6,83.0,801,0
7.8,26.6,79.0,273,0
27.1,26.8,65.1,340,0
253.3,24.9,87.8,557,0
58.7,22.4,79.9,438,0
150.1,27.5,90.6,833,0
13.1,30.2,62.8,1397,1
0.0,25.9,74.6,156,0
380.0,27.0,79.6,677,0
286.0,26.4,86.1,911,0
0.0,30.1,70.3,1323,1
148.0,34.4,81.3,1006,1
0.0,31.4,73.2,42,0
17.0,32.0,75.2,1346,1
122.2,22.0,87.5,590,0
28.4,31.2,80.5,1324,1
207.8,22.0,78.9,545,0
0.0,31.8,67.9,1212,1
0.0,30.4,67.6,1402,1
29.8,27.3,63.9,101,0
192.1,26.3,77.1,535,0
0.0,33.8,56.2,1284,1
400.5,23.7,91.2,765,0
257.6,32.2,81.2,903,0
55.5,28.5,77.1,1071,1
5.8,34.8,66.9,1134,1
169.6,24.7,81.5,691,0
86.9,23.3,79.5,463,1
193.1,33.0,70.4,974,0
141.9,27.7,82.3,865,1
253.3,26.3,78.6,581,0
101.0,25.4,82.8,850,0
346.2,28.1,82.2,848,0
7.0,32.4,55.6,1330,1
20.7,26.9,81.8,361,1
177.3,27.4,65.3,764,0
87.6,30.1,81.7,986,1
130.5,24.9,88.3,533,1
94.2,22.7,76.9,477,1
0.0,33.1,61.4,1165,0
11.1,33.0,76.3,1207,1
5.9,29.3,64.7,1040,1
420.6,26.2,82.3,740,0
285.0,30.6,91.2,907,0
82.7,28.9,79.1,480,1
402.7,27.5,84.8,697,0
165.8,25.6,94.5,717,0
16.0,25.7,60.3,312,0
0.0,31.2,75.4,1088,0
47.1,24.8,75.0,387,1
0.0,29.6,60.2,125,0
262.3,30.5,77.1,946,0
24.8,30.7,85.6,1042,1
261.2,26.8,67.2,947,0
0.0,31.0,64.9,1355,1
49.3,22.9,69.4,419,1
19.6,24.5,69.5,237,0
22.5,25.4,73.4,436,1
420.9,26.7,86.4,728,0
155.2,24.2,84.5,731,0
191.3,29.4,80.3,981,0
51.2,30.6,79.1,1010,1
2.6,26.5,70.8,291,1
0.0,26.1,74.1,357,0
0.0,29.9,75.5,1091,1
428.7,26.7,83.5,773,0
361.7,26.9,92.7,785,0
42.7,33.4,60.5,1303,1
0.0,29.1,85.3,188,0
0.0,30.6,68.0,411,1
119.3,26.8,73.7,456,1
146.6,26.3,70.4,772,1
0.0,25.1,70.0,302,0
17.2,23.3,79.5,333,0
0.0,29.0,57.7,1387,0
0.0,32.5,80.9,1209,1
20.8,28.6,64.9,166,0
46.4,33.4,55.0,160,0
388.2,24.5,78.3,761,0
39.3,30.2,71.7,1302,1
33.1,29.5,61.1,68,0
302.9,28.0,94.9,913,0
1.2,32.6,62.4,1296,1
0.0,24.2,71.5,326,0
113.9,23.6,72.5,460,1
20.6,32.3,73.7,1351,0
3.6,23.0,65.6,423,1
0.0,24.5,55.9,301,1
380.7,28.0,80.4,830,0
0.0,28.1,64.6,152,0
262.6,22.9,68.5,560,0
0.0,27.0,69.8,120,0
377.2,27.3,90.3,703,0
191.7,30.6,77.2,970,0
0.0,25.3,64.5,240,0
21.5,33.6,84.1,1185,1
158.9,24.9,71.1,538,0
15.6,34.7,74.2,1210,1
0.0,33.6,68.6,1146,1
0.0,26.9,76.5,361,1
0.0,31.2,74.2,1274,1
0.0,25.2,70.5,187,0
399.3,27.5,70.5,773,0
117.2,27.6,92.3,771,1
70.6,23.9,66.7,596,1
70.9,28.7,82.9,1066,1
152.1,30.6,83.6,985,0
0.0,32.6,70.1,1179,1
48.4,29.1,76.1,1181,1
164.3,26.7,76.1,770,0
80.9,32.3,69.3,994,1
0.0,29.2,72.3,1311,1
0.0,28.0,65.3,225,0
4.8,32.6,76.9,40,0
0.0,32.7,62.1,40,0
376.8,24.3,75.5,860,0
406.2,28.2,98.0,779,0
147.6,29.4,68.6,1016,1
33.5,30.0,66.5,1417,1
123.9,29.2,78.4,427,1
116.7,31.3,83.3,1062,0
467.1,25.2,82.3,751,0
3.6,33.1,64.2,1327,1
200.5,30.3,83.5,823,0
104.3,24.5,92.0,429,1
55.0,23.1,84.5,442,1
329.8,28.2,76.8,843,0
103.4,28.2,80.8,767,0
0.0,23.9,74.0,411,1
0.8,28.2,62.8,277,0
192.9,29.7,67.1,989,0
77.7,25.3,76.6,940,1
0.0,34.5,59.1,1342,1
18.9,29.7,78.0,64,0
40.9,34.0,68.6,1280,1
20.6,31.4,65.6,1075,1
211.8,30.1,77.5,965,0
52.2,26.0,78.5,408,1
182.5,25.7,90.9,736,0
80.4,34.5,79.2,1044,1
389.4,26.9,88.9,803,0
47.0,34.5,76.5,1041,1
419.1,27.2,83.9,732,0
139.7,22.0,98.0,616,1
16.6,30.0,65.2,1213,1
39.9,33.7,59.9,1233,1
251.3,27.2,78.6,925,0
0.0,28.8,65.5,1338,1
98.3,32.6,67.5,985,1
36.8,22.0,81.6,479,0
25.9,33.0,70.1,1082,1
37.0,31.1,53.9,1141,1
83.1,29.4,83.5,867,1
174.9,24.5,73.5,481,0
0.0,27.7,80.5,1161,0
82.4,23.5,74.0,546,1
372.2,24.7,80.3,663,0
0.0,32.8,72.8,1248,1
0.0,32.1,63.4,1357,1
0.0,31.4,64.9,1178,1
12.0,27.7,57.4,19,0
29.4,32.8,82.0,1145,0
92.3,25.7,75.7,488,1
80.5,32.5,58.3,1311,1
374.6,27.6,81.6,899,0
29.4,29.3,63.8,30,0
152.1,23.3,89.3,685,0
0.0,28.5,56.1,155,0
384.6,24.9,97.3,625,1
0.0,30.7,61.0,87,0
114.2,27.8,95.9,904,1
194.8,24.2,81.6,530,0
154.8,25.4,88.2,849,0
413.1,24.5,91.3,677,0
32.3,28.9,61.7,14,0
390.9,28.1,74.1,776,0
391.8,30.4,90.4,812,0
51.4,22.0,94.9,424,1
85.3,26.0,77.7,456,1
332.8,26.5,85.1,699,0
0.6,28.9,67.7,21,0
119.3,23.0,72.0,621,1
25.4,22.6,87.0,441,1
257.3,23.4,72.1,591,0
16.2,30.7,87.0,1094,1
272.9,24.2,85.8,616,0
0.0,23.5,85.2,410,1
291.8,26.1,69.4,644,0
59.2,31.0,87.0,1017,1
0.8,29.7,66.5,27,0
0.0,30.9,68.0,1258,1
22.6,30.9,79.2,1221,1
141.0,25.0,83.8,440,0
61.5,31.6,67.8,1361,1
0.0,31.2,48.0,1396,1
35.4,26.9,69.8,304,0
47.1,31.8,75.2,1277,1
27.1,33.6,72.6,1036,1
43.0,22.0,74.8,303,0
0.0,23.4,75.2,293,1
168.9,29.6,95.1,726,0
48.2,30.7,76.8,1104,1
5.3,32.5,60.6,1296,1
35.7,26.6,87.5,459,1
194.1,24.7,78.1,519,0
124.1,31.8,84.1,1002,1
0.0,29.2,61.2,128,1
0.0,33.4,64.6,1098,1
371.7,25.5,73.7,650,0
10.2,32.3,76.7,1388,1
235.6,28.8,79.7,982,0
21.0,33.0,75.8,1230,0
0.0,31.4,91.5,1111,1
20.4,28.9,72.8,111,0
63.9,22.0,92.8,450,1
0.0,30.6,66.6,1096,0
0.0,24.3,75.0,407,1
82.4,33.1,72.9,998,1
0.0,24.6,63.9,357,0
5.2,32.0,70.1,1101,1
9.7,33.6,59.4,1414,1
0.0,22.7,67.7,329,0
0.0,28.3,66.0,112,0
32.0,26.9,75.0,350,0
16.9,36.4,74.1,1359,1
0.0,22.0,74.5,276,0
18.6,31.2,90.6,1105,0
53.8,33.1,89.3,1197,1
0.0,28.6,64.0,185,0
24.6,36.4,70.0,1293,1
217.5,28.7,80.2,1015,1
332.1,24.1,75.5,631,0
0.0,23.7,75.3,204,0
449.5,26.3,91.6,770,0
34.8,32.9,78.0,1152,1
71.7,34.2,87.5,997,1
116.4,27.4,75.0,517,1
22.2,30.0,78.4,181,0
45.6,30.1,76.4,1377,1
100.8,27.8,67.5,835,1
0.0,32.2,71.5,1084,1
48.6,28.9,70.3,130,0
465.9,26.9,98.0,790,0
29.7,26.4,79.7,443,1
0.0,30.1,68.1,1393,1
23.7,30.7,63.0,44,0
293.2,27.0,81.5,569,0
57.4,35.1,89.9,1059,1
218.0,27.4,83.0,946,0
34.2,25.2,89.6,463,1
27.4,30.9,63.3,34,0
83.9,27.6,88.0,680,1
0.0,27.4,63.2,474,1
0.0,30.2,60.8,1384,1
302.4,28.9,79.6,937,0
75.6,31.0,77.2,1021,1
0.0,27.9,67.1,219,0
7.1,26.8,71.2,336,0
349.2,24.4,94.7,713,0
93.5,27.7,76.4,528,1
211.0,24.3,88.9,897,0
271.8,26.6,82.4,933,0
0.0,32.0,62.9,1390,1
141.0,24.8,98.0,695,1
19.2,29.7,70.3,1390,1
19.9,33.4,65.4,1328,0
411.5,28.6,89.7,785,0
382.2,28.5,89.7,775,0
0.0,27.0,64.6,93,0
0.0,29.6,58.5,177,0
25.2,32.4,62.3,1426,1
0.0,29.8,45.0,1296,1
119.1,24.2,77.1,571,1
53.9,25.9,85.3,539,1
6.4,34.5,74.8,1151,1
132.3,23.8,75.5,464,0
269.7,22.0,85.9,571,0
0.0,34.5,82.7,1096,1
0.6,28.1,67.4,123,1
0.0,27.1,63.3,1421,1
0.0,25.5,68.1,272,0
60.0,30.3,59.3,162,0
57.5,26.6,88.6,947,1
219.6,30.2,96.6,1002,0
134.5,27.3,73.6,848,1
0.0,27.9,62.0,153,0
396.8,24.3,87.1,698,0
201.0,25.0,77.6,530,0
40.3,31.6,75.0,1229,1
352.3,26.5,77.8,709,0
330.9,27.3,67.1,859,0
34.2,31.3,72.9,98,0
0.0,31.5,72.5,1342,1
57.8,28.4,84.4,1060,1
37.9,30.2,88.1,1183,1
171.4,22.9,80.8,694,0
0.0,29.3,81.2,1342,1
0.0,24.3,80.1,233,0
40.6,29.3,64.0,1377,1
117.8,29.0,72.8,947,1
0.0,32.9,58.5,1358,1
294.4,26.3,87.5,922,0
0.0,28.4,56.6,57,0
0.0,33.5,69.8,1296,1
7.6,28.7,63.6,116,0
0.0,24.6,68.4,142,1
0.0,32.1,77.3,1238,1
0.0,32.6,75.7,1167,1
76.6,30.6,87.0,978,1
45.3,36.4,87.8,1188,0
0.0,30.4,52.6,1307,1
23.0,34.2,72.2,1229,1
1.0,30.0,64.7,20,0
0.0,32.8,72.5,1163,1
0.0,23.9,56.0,320,0
153.6,26.7,85.4,865,0
414.9,24.5,80.6,830,0
0.0,28.9,78.0,1196,1
201.4,29.3,98.0,889,0
390.7,25.9,75.9,830,0
8.5,37.1,72.9,1259,1
0.0,29.9,51.0,1415,1
0.0,27.3,71.2,265,0
47.8,25.3,80.0,332,0
82.1,26.3,83.9,1018,1
151.0,22.0,94.6,635,0
99.3,26.0,87.4,903,1
445.5,28.1,70.7,668,0
341.8,30.6,98.0,847,0
39.3,35.3,54.5,1321,1
0.0,22.5,82.7,208,0
51.8,28.1,83.0,1042,1
10.9,33.2,72.9,1205,1
33.5,26.5,80.1,174,0
27.9,33.3,72.6,1302,1
89.3,23.2,85.4,455,1
36.5,30.4,67.9,1365,1
0.0,24.4,61.3,140,0
5.9,23.0,69.2,441,1
32.7,31.6,94.5,1028,1
294.6,22.2,94.3,573,0
0.0,32.0,71.4,1198,1
197.7,27.9,75.0,1016,0
0.0,22.6,90.4,445,1
0.0,30.1,73.9,1320,1
375.6,25.5,92.3,635,0
0.0,27.7,80.6,283,0
363.4,29.7,94.6,724,0
14.2,33.6,85.7,1240,1
0.0,32.2,73.1,1341,1
73.4,29.5,59.4,243,0
14.8,31.4,62.7,1427,0
430.7,27.2,89.0,721,0
0.0,27.1,75.1,315,0
14.7,26.3,76.5,255,0
169.8,23.9,80.3,532,0
107.8,28.7,70.5,955,1
0.0,27.9,67.7,115,0
36.1,29.0,50.6,21,0
113.2,26.3,64.0,462,1
3.5,29.3,79.3,1080,1
387.2,24.8,76.3,614,0
155.0,25.1,81.3,683,0
185.5,22.3,88.6,663,0
54.0,26.2,70.6,377,1
404.2,23.3,88.3,736,0
49.2,22.6,87.2,426,1
36.2,31.7,61.2,1309,1
243.1,27.0,75.5,524,0
3.8,25.6,80.1,411,0
0.0,32.6,66.5,1251,1
33.0,33.5,70.4,1389,1
155.7,27.5,87.8,840,0
33.9,33.0,62.7,61,0
22.1,32.5,77.0,1368,1
8.8,32.1,62.8,1161,1
394.3,22.0,89.5,691,0
24.9,32.0,48.1,28,0
0.0,32.5,67.1,1354,1
43.5,31.4,68.4,1276,1
54.9,23.1,67.9,431,1
0.0,30.0,82.3,263,0
352.0,26.4,74.9,869,0
42.9,30.7,62.3,43,0
9.8,30.1,74.4,29,0
260.9,25.5,83.9,559,0
0.0,28.0,64.8,1301,1
356.8,25.5,77.3,546,0
0.0,35.2,70.2,1241,1
356.5,24.2,80.5,889,0
182.4,28.1,80.9,1013,0
33.8,33.0,62.8,1297,1
0.0,24.9,79.5,306,0
54.1,29.4,61.3,179,0
396.2,27.5,73.1,768,0
106.5,29.5,98.0,929,1
32.0,27.7,85.6,431,1
328.6,29.5,78.3,888,0
188.9,27.3,72.9,990,0
101.6,31.4,85.5,977,1
0.0,31.8,62.8,1305,1
377.5,27.1,93.3,762,0
244.9,32.3,84.2,961,0
4.5,28.4,74.7,352,0
62.8,30.2,81.5,992,1
74.9,30.7,93.8,910,1
119.4,24.8,83.1,813,1
189.5,25.1,86.1,735,0
0.0,24.0,66.4,353,0
30.3,30.1,71.2,154,0
125.1,30.4,77.8,831,1
382.6,33.3,94.4,812,0
344.3,29.7,94.2,860,1
80.9,26.4,64.3,439,1
140.9,24.5,91.9,847,1
0.0,28.3,58.0,1310,1
157.3,24.3,81.5,745,0
213.4,27.5,79.8,992,0
0.0,33.0,66.4,1225,1
7.9,34.3,62.5,1416,1
12.0,28.0,72.8,149,0
7.2,23.9,81.0,330,0
0.0,26.6,69.1,272,0
5.2,30.4,67.9,1270,1
28.3,28.9,85.0,1012,1
0.0,31.1,57.9,1360,1
0.2,29.8,65.6,64,0
352.7,24.7,81.9,841,0
0.0,22.0,72.3,252,1
0.0,30.1,63.1,1157,1
24.5,26.2,75.3,325,0
0.0,22.6,74.7,324,0
0.0,34.5,93.4,1063,1
57.3,32.5,67.2,1033,1
0.0,28.3,86.4,184,0
60.8,31.7,95.4,1018,1
390.3,27.8,94.9,835,0
156.9,28.0,80.6,821,0
190.6,28.5,92.9,771,0
0.0,26.5,61.2,361,1
388.4,25.8,68.4,663,0
0.0,35.3,61.7,1331,1
157.4,28.2,75.9,850,0
0.0,30.6,59.3,1083,1
235.5,22.0,96.6,642,0
340.0,26.6,77.9,848,0
399.1,27.6,88.4,669,0
23.8,27.9,88.9,146,0
77.3,31.0,79.1,965,1
18.0,28.2,56.1,134,0
67.7,29.1,89.9,1121,1
0.0,31.3,71.2,1170,1
0.0,25.3,74.7,201,0
0.0,27.1,45.0,172,0
312.8,27.3,84.4,905,0
372.0,26.1,84.2,692,0
173.5,25.8,74.7,448,0
22.5,30.9,73.1,1400,1
180.4,26.0,74.6,1019,0
0.0,22.0,72.8,413,1
333.0,25.8,84.5,655,0
41.6,29.3,84.5,1071,1
12.0,28.5,63.0,29,0
23.2,28.1,65.1,140,0
0.0,25.4,66.6,215,0
113.5,22.0,83.6,774,1
0.0,23.3,61.9,357,0
184.5,26.2,90.7,801,0
25.2,24.9,76.6,285,0
289.3,30.4,69.1,919,0
187.8,28.2,80.0,861,0
87.9,28.0,94.2,891,1
0.5,29.3,68.8,239,0
120.3,22.0,75.0,459,1
136.8,32.2,73.2,910,1
307.0,32.3,92.1,946,0
24.0,26.7,62.3,210,0
439.6,25.2,90.5,770,1
422.8,28.7,98.0,759,0
0.0,28.5,66.3,72,0
0.0,28.7,77.7,137,0
0.0,32.4,71.7,1281,1
71.3,25.1,85.7,475,1
40.8,28.6,63.3,1396,1
102.0,28.9,76.6,877,1
335.0,22.8,80.0,624,0
27.3,22.8,77.2,511,1
0.0,26.4,77.2,374,1
135.2,25.0,90.7,732,1
0.0,27.8,52.9,117,0
102.8,24.5,78.9,445,1
56.5,27.2,77.5,409,1
24.4,35.6,65.8,1390,1
378.8,27.5,76.3,672,0
0.0,33.7,78.3,1112,1
56.3,24.5,78.0,409,1
150.9,29.3,88.7,576,0
103.8,29.4,80.3,937,1
22.3,27.9,68.8,120,0
83.2,24.9,86.6,578,1
4.4,25.7,72.8,326,0
64.3,28.2,66.9,1055,1
72.0,29.4,59.5,1051,1
0.0,26.8,63.5,280,0
39.0,30.4,56.4,1214,1
4.5,25.8,77.0,390,1
0.4,29.1,57.2,65,0
195.8,26.4,78.4,624,0
149.2,25.8,98.0,768,1
0.0,32.4,63.2,1371,1
0.0,22.4,79.5,257,0
26.8,22.0,72.7,321,0
0.0,29.2,53.8,1410,1
411.3,27.6,84.3,815,0
128.9,23.6,66.1,668,1
1.2,28.4,69.7,225,0
74.7,32.2,58.9,1322,1
0.0,24.3,72.3,332,0
222.2,24.6,76.8,566,0
82.4,29.9,87.1,1062,1
96.6,28.6,84.0,840,1
17.0,23.1,75.1,463,1
221.9,24.8,76.1,536,0
28.2,28.7,71.7,248,1
211.6,22.0,79.1,544,0
0.0,30.5,53.9,1154,1
27.4,23.9,68.1,349,1
343.7,29.7,82.1,908,0
0.0,32.5,59.3,1424,1
34.4,24.5,68.3,147,0
263.0,23.8,82.9,552,0
377.7,24.6,66.1,623,0
107.4,26.3,78.0,644,1
193.1,28.2,90.6,1018,0
11.7,28.4,72.2,189,0
30.0,27.6,73.0,221,0
217.1,33.5,87.8,981,1
187.1,28.4,78.0,518,0
0.0,33.1,70.5,1139,1
55.0,25.5,76.8,261,0
11.5,32.8,76.8,1296,1
0.0,32.0,75.2,1431,0
17.2,26.2,67.3,338,0
20.3,28.8,71.6,139,0
0.0,32.9,67.0,1269,1
17.0,32.1,70.7,9,0
0.0,36.3,71.7,1165,1
0.0,28.2,67.7,1284,0
253.3,31.6,88.5,952,0
3.8,31.7,63.7,1375,1
125.5,23.0,80.7,627,1
154.0,23.3,93.5,732,0
56.3,24.7,85.4,554,0
0.4,28.1,58.5,179,0
47.0,22.0,89.3,539,1
454.9,25.1,96.3,665,0
0.0,33.5,68.7,1371,1
146.8,30.1,82.1,791,1
21.2,30.3,77.9,18,0
81.1,31.1,90.0,1051,1
44.7,31.2,72.9,970,1
217.2,26.3,77.9,517,0
229.0,24.4,79.6,512,0
6.4,32.2,79.5,1321,1
287.8,23.3,89.2,594,0
0.0,31.1,72.4,1094,1
336.7,26.7,83.6,875,0
0.0,23.9,69.1,244,0
333.6,25.6,77.6,854,0
30.5,30.1,76.6,1182,1
0.0,29.6,70.0,1329,1
26.9,29.6,70.1,76,0
439.8,26.9,86.8,753,0
12.0,30.0,56.7,1431,1
229.2,27.4,77.0,923,0
156.9,32.3,84.2,849,0
263.5,23.3,89.3,591,0
138.7,25.8,86.9,809,1
124.0,22.0,72.2,542,1
187.7,28.0,68.5,830,0
0.0,35.1,66.0,1379,1
81.7,23.6,83.3,516,1
446.1,26.3,91.0,782,0
0.0,28.6,80.4,159,0
0.0,32.5,81.4,1144,1
264.4,24.0,87.0,927,0
24.2,30.3,61.0,103,0
245.3,27.9,93.6,553,0
0.0,28.1,57.7,158,1
371.4,24.3,92.4,610,0
145.7,26.1,98.0,607,0
0.0,33.4,81.2,1236,0
2.0,32.3,66.9,1207,1
0.0,33.4,54.8,1271,1
427.7,27.6,79.0,734,0
8.3,22.2,75.4,378,1
0.0,29.2,64.1,1367,1
182.6,27.4,81.9,1005,0
0.0,26.0,50.8,87,0
354.1,26.8,91.0,666,0
323.0,25.8,77.1,579,0
76.3,31.7,77.6,1026,0
0.0,35.2,64.1,1289,1
129.1,23.9,89.7,617,1
249.2,27.7,77.5,923,0
75.2,30.2,66.3,965,0
14.7,33.7,79.5,1137,1
76.8,29.6,64.9,1070,1
0.0,31.9,64.9,123,0
0.0,31.9,78.7,1254,1
82.9,30.1,86.7,902,1
19.3,25.5,72.6,348,0
153.2,24.4,85.2,713,0
168.3,26.4,75.3,650,0
347.7,22.0,86.9,898,0
187.0,27.3,87.6,886,0
235.3,30.6,83.8,957,0
38.4,22.0,82.2,545,1
427.0,23.8,83.5,685,0
376.1,25.0,91.3,763,0
7.0,26.3,63.0,230,0
4.0,23.3,64.3,397,1
12.5,29.8,75.2,1270,1
0.0,28.9,54.8,111,0
110.0,29.6,77.7,868,1
72.6,24.9,81.0,439,1
18.1,26.6,77.7,369,1
161.7,27.6,82.4,865,0
0.0,34.0,77.6,1367,1
136.6,24.4,92.5,806,1
120.6,26.8,76.7,469,1
341.9,27.4,80.2,673,0
458.5,22.8,87.1,755,0
152.1,25.5,85.2,658,0
195.2,29.7,89.5,971,0
224.9,29.8,78.4,1011,1
21.7,31.0,73.5,1438,1
16.2,25.7,57.3,202,0
0.0,33.9,72.8,1220,1
115.9,24.1,71.9,427,1
47.6,23.8,70.0,278,0
266.2,29.0,80.3,957,0
38.0,26.0,59.0,188,0
28.1,33.1,62.0,1283,1
147.4,25.4,80.0,870,1
159.7,29.2,98.0,684,0
25.9,26.2,65.7,256,0
16.0,29.0,51.2,1361,1
169.9,28.6,76.1,928,0
183.6,26.0,70.6,839,0
134.4,22.5,73.7,542,1
31.7,25.4,55.5,380,1
421.2,30.5,80.0,776,0
0.0,35.6,75.4,1147,1
5.6,26.4,66.7,253,0
0.0,26.4,63.5,177,0
356.2,28.6,98.0,878,0
0.0,28.4,63.1,195,0
364.1,28.4,85.4,857,0
141.9,28.5,85.5,810,1
51.6,32.8,74.4,1150,1
49.5,32.0,70.1,1117,1
356.6,23.6,91.1,739,0
292.5,23.9,91.6,592,0
0.0,35.8,70.5,1245,1
10.3,27.0,79.3,292,0
17.8,33.8,70.7,1364,1
0.0,35.9,73.8,1143,1
0.0,29.5,64.1,1159,1
0.0,30.4,71.4,330,0
0.0,28.9,75.9,199,0
0.0,31.4,62.2,70,0
24.0,30.5,68.6,1309,0
119.8,30.5,73.5,900,1
15.3,29.2,80.6,1063,1
0.0,26.3,73.7,257,0
0.0,32.5,86.7,1298,1
69.1,26.5,69.8,223,0
400.5,28.3,87.4,752,0
29.8,30.4,73.8,1133,1
28.0,27.4,65.6,1355,0
2.3,28.5,62.9,77,0
328.5,28.5,95.9,766,0
329.7,29.4,79.5,630,0
14.2,34.5,77.1,1294,1
5.7,29.1,67.2,218,0
31.7,31.1,61.2,1297,1
2.7,36.5,67.9,1154,1
56.2,33.2,66.9,1186,1
106.8,29.4,79.4,845,1
17.8,28.2,58.3,187,0
169.1,22.0,74.0,519,0
27.4,25.3,55.2,381,1
0.0,28.6,75.8,1080,1
0.0,33.1,70.5,1137,1
0.0,25.8,70.6,312,0
0.0,23.9,65.8,354,0
47.7,34.1,83.3,1163,1
368.7,27.3,68.6,860,0
152.0,27.3,91.1,884,0
2.7,32.9,59.8,1182,1
166.2,24.0,74.1,483,0
0.0,27.4,70.9,186,0
87.0,32.9,93.2,1079,1
84.3,29.4,83.8,1031,1
0.0,24.4,49.3,298,1
0.0,31.4,75.2,1152,1
0.3,31.3,59.9,1373,1
323.9,25.8,98.0,643,0
35.0,29.9,72.5,255,0
36.2,31.8,75.6,1265,1
22.6,27.0,61.0,193,0
400.9,23.9,77.2,710,0
0.0,27.5,64.9,107,0
468.7,27.4,79.0,778,0
104.7,24.2,84.7,597,1
223.8,26.5,76.4,510,0
138.1,26.4,81.9,575,1
0.0,26.3,82.7,396,1
0.0,24.0,68.2,220,0
11.9,32.8,72.9,1135,1
236.5,22.3,76.4,574,0
1.1,24.2,62.1,173,0
0.0,32.4,75.7,1209,1
0.3,34.2,73.9,1096,1
44.5,33.4,62.3,1250,1
0.2,27.3,62.2,101,0
0.0,37.5,79.1,1169,1
96.6,25.8,79.5,583,1
21.4,27.4,45.0,114,0
14.5,24.9,72.6,66,0
15.3,30.4,63.4,1397,1
74.8,26.1,86.4,978,1
90.2,27.0,78.8,914,1
286.6,25.6,85.9,938,0
156.6,25.5,89.2,823,0
30.8,23.5,69.1,381,1
0.0,30.3,59.3,1238,1
347.9,29.1,74.5,641,0
0.0,30.5,67.0,1436,0
70.7,32.7,63.8,55,0
323.8,25.7,83.5,653,0
0.0,31.1,69.8,1379,1
0.0,31.0,67.4,1229,1
43.1,29.7,64.3,199,0
41.3,22.5,68.4,391,1
339.9,26.7,86.7,881,0
77.0,29.5,91.2,1044,1
396.2,25.3,80.6,682,0
221.1,28.2,83.6,964,0
0.0,31.9,75.6,49,0
